id,Source title,Source type,Print ISSN,Electronic ISSN,ASJC field IDs,Year,Citing source,P,IPP,IPP (lower bound),IPP (upper bound),SNIP,SNIP (lower bound),SNIP (upper bound),% self cit,APC_USD_denominated_x,Subjects_x,APC_USD_denominated_y,Subjects_y,APC_USD_denominated,Subjects
43938,"Asia-Pacific Journal of Sports Medicine, Arthroscopy, Rehabilitation and Technology",Journal,-,2214-6873,2732; 2742; 3612,2021,1,66,1.51515151515152,0.893939393939394,2.39393939393939,0.638637455185432,0.397389606710856,0.916511155289069,0.02,,,1000,Medicine: Internal medicine: Special situations and conditions: Sports medicine,1000.0,Medicine: Internal medicine: Special situations and conditions: Sports medicine
44544,Astronomical Journal,Journal,0004-6256,1538-3881,1912; 3103,2021,1,1536,5.14583333333333,4.17122395833333,6.48307291666667,1.15975440794787,0.919094761587849,1.49370479216148,0.250632591093117,4499,Science: Astronomy,4499,Science: Astronomy,4499.0,Science: Astronomy
44756,Astrophysical Journal,Journal,0004-637X,1538-4357,1912; 3103,2021,1,9126,5.1190006574622,4.95967565198334,5.32204689896998,1.10482549921016,1.06732101178691,1.14680040388667,0.299554756400377,,,4499,Science: Astronomy: Astrophysics,4499.0,Science: Astronomy: Astrophysics
44779,Astrophysical Journal Letters,Journal,2041-8205,2041-8213,1912; 3103,2021,1,1926,7.53634475597092,6.80996884735202,8.3785046728972,1.41827522080041,1.27925774688542,1.58566310216314,0.0753703065794006,2400,Science: Astronomy: Astrophysics,2400,Science: Astronomy: Astrophysics,2400.0,Science: Astronomy: Astrophysics
44802,"Astrophysical Journal, Supplement Series",Journal,0067-0049,1538-4365,1912; 3103,2021,1,680,8.69264705882353,7.4,10.1382352941176,2.33895446847963,1.96597647799819,2.7846814091403,0.0470309592285569,4499,Science: Astronomy: Astrophysics,4499,Science: Astronomy: Astrophysics,4499.0,Science: Astronomy: Astrophysics
44989,Atencion Primaria,Journal,0212-6567,1578-1275,2714,2021,1,297,1.15824915824916,0.861952861952862,1.57912457912458,0.660441364337054,0.508172315792912,0.837585751250032,0.0232558139534884,686.0,Medicine: Medicine (General),686.0,Medicine: Medicine (General),686.0,Medicine: Medicine (General)
45094,Atherosclerosis Plus,Journal,2667-0909,2667-0895,,2021,1,44,1.59090909090909,1.11363636363636,2.15909090909091,0.419615015608656,0.297074206605776,0.571868832072807,0.0,,,2050,Medicine: Internal medicine: Specialties of internal medicine: Diseases of the circulatory (Cardiovascular) system,2050.0,Medicine: Internal medicine: Specialties of internal medicine: Diseases of the circulatory (Cardiovascular) system
45384,Atmospheric and Oceanic Science Letters,Journal,1674-2834,2376-6123,1902; 1910,2021,1,199,1.76381909547739,1.47236180904523,2.09045226130653,0.55217208222938,0.438047570264665,0.676592899711764,0.0256410256410256,1000,Geography. Anthropology. Recreation: Environmental sciences | Geography. Anthropology. Recreation: Oceanography,1000,Geography. Anthropology. Recreation: Environmental sciences | Geography. Anthropology. Recreation: Oceanography,1000.0,Geography. Anthropology. Recreation: Environmental sciences | Geography. Anthropology. Recreation: Oceanography
45404,Atmospheric Chemistry and Physics,Journal,1680-7316,1680-7324,1902,2021,1,2609,6.90264469145266,6.52970486776543,7.33384438482177,1.66284839071613,1.57705613135824,1.76888276549406,0.227830529179855,1568.0,Science: Physics | Science: Chemistry,1568.0,Science: Physics | Science: Chemistry,1568.0,Science: Physics | Science: Chemistry
45450,Atmospheric Measurement Techniques,Journal,1867-1381,1867-8548,1902,2021,1,1139,4.37401229148376,3.96839332748025,4.85338015803336,1.36947495779463,1.25304211227177,1.50425297293533,0.192492974708952,1440.6,Technology: Engineering (General). Civil engineering (General): Environmental engineering | Technology: Engineering (General). Civil engineering (General): Earthwork. Foundations,1440.6,Technology: Engineering (General). Civil engineering (General): Environmental engineering | Technology: Engineering (General). Civil engineering (General): Earthwork. Foundations,1440.6,Technology: Engineering (General). Civil engineering (General): Environmental engineering | Technology: Engineering (General). Civil engineering (General): Earthwork. Foundations
45505,Atmospheric Science Letters,Journal,-,1530-261X,1902,2021,1,175,2.80571428571429,2.33714285714286,3.42285714285714,0.938338239701269,0.758314618169984,1.17452129168784,0.0183299389002037,,,860.0,Science: Physics: Meteorology. Climatology,860.0,Science: Physics: Meteorology. Climatology
46722,Australian and New Zealand Journal of Public Health,Journal,1326-0200,1753-6405,2739,2021,1,241,2.66390041493776,2.22821576763485,3.19502074688797,1.16445998304395,0.955462141709608,1.39545392379039,0.0373831775700935,1500,Medicine: Public aspects of medicine,1500,Medicine: Public aspects of medicine,1500.0,Medicine: Public aspects of medicine
48540,Autex Research Journal,Journal,1470-9589,2300-0929,1405; 2209; 2500,2021,1,173,1.46242774566474,1.22543352601156,1.71676300578035,0.988923522125366,0.795019793822034,1.2138299806662,0.0869565217391304,,,1176.0,Technology: Chemical technology,1176.0,Technology: Chemical technology
48566,Autism and Developmental Language Impairments,Journal,-,2396-9415,2738; 3203; 3204,2021,1,27,1.62962962962963,0.851851851851852,2.59259259259259,0.780357949547288,0.420088548020701,1.17610282130134,0.0681818181818182,,,800,Education: Special aspects of education | Medicine: Internal medicine: Neurosciences. Biological psychiatry. Neuropsychiatry,800.0,Education: Special aspects of education | Medicine: Internal medicine: Neurosciences. Biological psychiatry. Neuropsychiatry
48590,Autoimmune Diseases,Journal,2090-0422,2090-0430,2401; 2403; 2723,2021,1,14,3.07142857142857,2.21428571428571,4.21428571428571,1.32494807106767,0.740609502797282,1.98165071709836,0.0232558139534884,900,Medicine: Internal medicine: Specialties of internal medicine: Immunologic diseases. Allergy,900,Medicine: Internal medicine: Specialties of internal medicine: Immunologic diseases. Allergy,900.0,Medicine: Internal medicine: Specialties of internal medicine: Immunologic diseases. Allergy
48729,Automatika,Journal,0005-1144,-,1700; 2207,2021,1,156,1.83333333333333,1.44230769230769,2.22435897435897,0.737938964922474,0.558178480783481,0.902022887274442,0.048951048951049,825,Technology: Mechanical engineering and machinery: Control engineering systems. Automatic machinery (General) | Technology: Technology (General): Industrial engineering. Management engineering: Automation,,,825.0,Technology: Mechanical engineering and machinery: Control engineering systems. Automatic machinery (General) | Technology: Technology (General): Industrial engineering. Management engineering: Automation
48806,Automotive Experiences,Journal,2615-6202,2615-6636,2103; 2203; 3313,2021,1,44,0.931818181818182,0.431818181818182,1.47727272727273,0.478021628845331,0.228684313963396,0.75756665254669,0.585365853658537,100,Technology: Mechanical engineering and machinery | Technology: Engineering (General). Civil engineering (General): Mechanics of engineering. Applied mechanics,100,Technology: Mechanical engineering and machinery | Technology: Engineering (General). Civil engineering (General): Mechanics of engineering. Applied mechanics,100.0,Technology: Mechanical engineering and machinery | Technology: Engineering (General). Civil engineering (General): Mechanics of engineering. Applied mechanics
49439,Baghdad Science Journal,Journal,2078-8665,2411-7986,1101; 1300; 1600; 1700; 2600; 3100,2021,1,416,0.692307692307692,0.584134615384615,0.802884615384615,0.62093396647943,0.495530220088172,0.752056199696045,0.0902777777777778,150,Science,150,Science,150.0,Science
49538,Balkan Journal of Medical Genetics,Journal,1311-0160,-,1311; 2716,2021,1,69,0.826086956521739,0.565217391304348,1.14492753623188,0.358118565861254,0.205594113863902,0.534781848951062,0.0350877192982456,294.0,Science: Biology (General): Genetics,,,294.0,Science: Biology (General): Genetics
49656,Baltic Journal of Economics,Journal,1406-099X,-,2000; 3320,2021,1,30,1.63333333333333,1.0,2.36666666666667,0.944275048674258,0.567381454047625,1.36298134230802,0.0612244897959184,774.0,"Law: Law in general. Comparative and uniform law. Jurisprudence: Comparative law. International uniform law: Public finance | Social Sciences: Industries. Land use. Labor: Economic growth, development, planning",,,774.0,"Law: Law in general. Comparative and uniform law. Jurisprudence: Comparative law. International uniform law: Public finance | Social Sciences: Industries. Land use. Labor: Economic growth, development, planning"
49688,Baltic Journal of Modern Computing,Journal,2255-8942,2255-8950,1700,2021,0,69,0.594202898550725,0.347826086956522,0.898550724637681,0.421925041647834,0.209040040922968,0.697893149655431,0.0,980.0,Science: Mathematics: Instruments and machines: Electronic computers. Computer science,980.0,Science: Mathematics: Instruments and machines: Electronic computers. Computer science,980.0,Science: Mathematics: Instruments and machines: Electronic computers. Computer science
49934,Banks and Bank Systems,Journal,1816-7403,1991-7074,1405; 1406; 1407; 2003; 3308,2021,1,208,0.793269230769231,0.658653846153846,0.951923076923077,0.436581365659512,0.327939573412069,0.565029484259149,0.0666666666666667,583.1,Social Sciences: Finance: Banking,583.1,Social Sciences: Finance: Banking,583.1,Social Sciences: Finance: Banking
50094,Basic and Clinical Andrology,Journal,-,2051-4190,2743; 2748,2021,1,51,2.56862745098039,1.86274509803922,3.37254901960784,0.989568591528288,0.676079202082401,1.35042644635527,0.0458015267175573,,,1625.3999999999999,Medicine: Medicine (General),1625.3999999999999,Medicine: Medicine (General)
50308,BDJ Open,Journal,-,2056-807X,3500,2021,1,52,2.78846153846154,2.01923076923077,3.84615384615385,1.00741410043756,0.624496119095534,1.50884262464489,0.0137931034482759,,,1711.3999999999999,Medicine: Dentistry,1711.3999999999999,Medicine: Dentistry
50919,Behavioural Neurology,Journal,0953-4180,1875-8584,2728; 2808; 3206,2021,1,167,3.53892215568862,2.96407185628743,4.1437125748503,1.31039654799637,1.05563554616568,1.58617543177151,0.011844331641286,1650,Medicine: Internal medicine: Neurosciences. Biological psychiatry. Neuropsychiatry,1650,Medicine: Internal medicine: Neurosciences. Biological psychiatry. Neuropsychiatry,1650.0,Medicine: Internal medicine: Neurosciences. Biological psychiatry. Neuropsychiatry
51630,Berliner und Munchener Tierarztliche Wochenschrift,Journal,0005-9366,1439-0299,3400,2021,0,152,0.473684210526316,0.309210526315789,0.657894736842105,0.383658924423237,0.220406082370577,0.58134684271204,0.0,,,931.0,Agriculture: Animal culture: Veterinary medicine,931.0,Agriculture: Animal culture: Veterinary medicine
52099,Big Data and Society,Journal,-,2053-9517,1706; 1710; 1802; 3309; 3315,2021,1,133,6.80451127819549,5.23308270676692,8.62406015037594,3.21386545608277,2.38402252442229,4.19700461175912,0.0895027624309392,,,800,General Works,800.0,General Works
52113,Big Earth Data,Journal,2096-4471,2574-5417,1706; 1903,2021,1,65,4.49230769230769,3.03076923076923,6.33846153846154,1.56533382486862,0.97387783520032,2.30182863769213,0.0513698630136986,679.4,Geography. Anthropology. Recreation | Science: Geology,679.4,Geography. Anthropology. Recreation | Science: Geology,679.4,Geography. Anthropology. Recreation | Science: Geology
52720,Biochemistry and Biophysics Reports,Journal,-,2405-5808,1303; 1304,2021,1,354,2.66949152542373,2.27966101694915,3.13559322033898,0.768230855675425,0.632202081548668,0.926801760626347,0.0148148148148148,,,1840,Science: Biology (General) | Science: Chemistry: Organic chemistry: Biochemistry,1840.0,Science: Biology (General) | Science: Chemistry: Organic chemistry: Biochemistry
52780,Biochemistry Research International,Journal,2090-2247,2090-2255,1303,2021,1,46,2.23913043478261,1.56521739130435,3.04347826086957,0.70592754889638,0.474976654485021,0.995335552282322,0.029126213592233,1400,Science: Chemistry: Organic chemistry: Biochemistry,1400,Science: Chemistry: Organic chemistry: Biochemistry,1400.0,Science: Chemistry: Organic chemistry: Biochemistry
53232,Biodiversitas,Journal,1412-033X,2085-4722,1103; 1110; 1312,2021,1,1514,1.28203434610304,1.1994715984148,1.37516512549538,0.945142384334411,0.865258347551955,1.02808926962453,0.336424523441525,320,Science: Biology (General),320,Science: Biology (General),320.0,Science: Biology (General)
53284,Biodiversity Data Journal,Journal,1314-2836,1314-2828,1105; 2303,2021,1,358,1.54748603351955,1.32122905027933,1.77653631284916,0.904313628562133,0.703228698100418,1.14782911597157,0.104693140794224,,,441.0,Science: Biology (General),441.0,Science: Biology (General)
53382,Bioengineered,Journal,2165-5979,2165-5987,1305; 1502; 2402,2021,1,193,6.02072538860104,5.06217616580311,7.21243523316062,1.15119015666284,0.97586946941979,1.36995031244842,0.346815834767642,1702.8,Technology: Chemical technology: Biotechnology,1702.8,Technology: Chemical technology: Biotechnology,1702.8,Technology: Chemical technology: Biotechnology
53390,Bioengineering and Translational Medicine,Journal,-,2380-6761,1305; 2204; 3003,2021,0,25,8.76,5.2,13.32,1.34009861697282,0.782243671955792,2.01859572787059,0.0,,,2100,Technology: Chemical technology: Chemical engineering | Technology: Chemical technology: Biotechnology | Medicine: Therapeutics. Pharmacology,2100.0,Technology: Chemical technology: Chemical engineering | Technology: Chemical technology: Biotechnology | Medicine: Therapeutics. Pharmacology
53477,Biofilm,Journal,-,2590-2075,1307; 1312; 2402; 2404,2021,0,36,5.13888888888889,3.91666666666667,6.66666666666667,1.55486741115376,1.00837060002118,2.25322692685179,0.0,,,2200,Technology: Chemical technology: Biotechnology | Science: Microbiology,2200.0,Technology: Chemical technology: Biotechnology | Science: Microbiology
53623,Biogeosciences,Journal,1726-4170,1726-4189,1105; 1904,2021,1,1037,4.72034715525554,4.37801350048216,5.099324975892,1.29939120100134,1.20303847452204,1.40093224194352,0.0657814096016343,1479.8,Science: Biology (General): Ecology | Science: Biology (General): Life | Science: Geology,1479.8,Science: Biology (General): Ecology | Science: Biology (General): Life | Science: Geology,1479.8,Science: Biology (General): Ecology | Science: Biology (General): Life | Science: Geology
53739,Bioinorganic Chemistry and Applications,Journal,1565-3633,1687-479X,1303; 1604; 1605,2021,1,73,7.6986301369863,4.21917808219178,12.1232876712329,1.88570129564495,1.11643290943771,2.89687969751812,0.0160142348754448,1350,Technology: Chemical technology: Biotechnology | Science: Chemistry: Inorganic chemistry,1350,Technology: Chemical technology: Biotechnology | Science: Chemistry: Inorganic chemistry,1350.0,Technology: Chemical technology: Biotechnology | Science: Chemistry: Inorganic chemistry
53790,BioInvasions Records,Journal,-,2242-1300,1105; 2303,2021,1,258,1.66279069767442,1.46899224806202,1.88372093023256,0.857851862687188,0.714567155600204,1.0227837115917,0.151515151515152,,,294.0,Science: Biology (General),294.0,Science: Biology (General)
54221,Biological Research,Journal,0716-9760,0717-6287,1100; 1300,2021,1,119,6.26890756302521,4.94117647058824,7.80672268907563,1.25886354271986,0.993077581404335,1.58303374206303,0.00402144772117962,1350.2,Science: Biology (General),1350.2,Science: Biology (General),1350.2,Science: Biology (General)
54381,Biologics: Targets and Therapy,Journal,1177-5475,1177-5491,2715; 2723; 2730; 2736; 2745,2021,1,48,4.3125,2.85416666666667,6.3125,1.04729735327864,0.725262873036065,1.45425122572519,0.00966183574879227,2320,Medicine: Medicine (General),2320,Medicine: Medicine (General),2320.0,Medicine: Medicine (General)
54600,Biology Methods and Protocols,Journal,-,2396-8923,1100; 1300,2021,1,41,1.5609756097561,0.951219512195122,2.36585365853659,0.531834510442901,0.329595121683307,0.759911800184167,0.015625,,,497.08,Science: Biology (General),497.08,Science: Biology (General)
54648,Biology of Sex Differences,Journal,-,2042-6410,1310; 3318,2021,1,176,7.42613636363636,5.43181818181818,10.5852272727273,1.90717281182173,1.40699129545797,2.60854708542482,0.0206579954093344,,,1625.3999999999999,Medicine | Science: Physiology,1625.3999999999999,Medicine | Science: Physiology
54671,Biology of Sport,Journal,0860-021X,2083-1862,2732; 2737; 3612,2021,1,149,3.97315436241611,3.31543624161074,4.79865771812081,1.56916277286477,1.28321107272863,1.90270251413345,0.128378378378378,225.4,Medicine: Internal medicine: Special situations and conditions: Sports medicine | Science: Biology (General),225.4,Medicine: Internal medicine: Special situations and conditions: Sports medicine | Science: Biology (General),225.4,Medicine: Internal medicine: Special situations and conditions: Sports medicine | Science: Biology (General)
54703,Biology Open,Journal,-,2046-6390,1100; 1300,2021,1,577,2.63778162911612,2.39514731369151,2.8786828422877,0.729700553803809,0.647582994911661,0.813895616648723,0.00459921156373193,,,1995,Science: Biology (General),1995.0,Science: Biology (General)
54753,Biomarker Research,Journal,-,2050-7771,1308; 1313; 2704,2021,1,129,7.03875968992248,5.48837209302326,8.9922480620155,1.20036131041537,0.953472710171634,1.48689139307696,0.0297356828193833,,,1797.3999999999999,Medicine: Therapeutics. Pharmacology,1797.3999999999999,Medicine: Therapeutics. Pharmacology
54861,Biomaterials Research,Journal,-,2055-7124,2204; 2502; 2503; 2701,2021,1,87,14.7241379310345,10.0574712643678,20.2988505747126,3.33351798157385,2.30772494568973,4.63882005680245,0.0117096018735363,,,1281.4,Medicine: Medicine (General): Medical technology,1281.4,Medicine: Medicine (General): Medical technology
54916,BioMed Research International,Journal,2314-6133,2314-6141,1300; 2400,2021,1,6288,3.45610687022901,3.32824427480916,3.59430661577608,1.11927985228272,1.07719508518213,1.16191031058199,0.0152770108595619,2400,Medicine,2400,Medicine,2400.0,Medicine
55079,BioMedical Engineering Online,Journal,-,1475-925X,2204; 2502; 2741; 3614,2021,1,387,3.74935400516796,3.17054263565891,4.42377260981912,1.34780848461374,1.15321733772795,1.55386926206722,0.0137835975189524,,,1539.3999999999999,Medicine: Medicine (General): Medical technology,1539.3999999999999,Medicine: Medicine (General): Medical technology
55093,Biomedical Human Kinetics,Journal,-,2080-2234,2732; 3612,2021,1,82,0.670731707317073,0.451219512195122,0.926829268292683,0.388898025155828,0.222328383942578,0.588263605401872,0.0181818181818182,,,147.0,Medicine: Internal medicine: Special situations and conditions: Sports medicine | Science: Physiology,147.0,Medicine: Internal medicine: Special situations and conditions: Sports medicine | Science: Physiology
55228,"Biomedical papers of the Medical Faculty of the University Palacky´, Olomouc, Czechoslovakia",Journal,1213-8118,1804-7521,1300,2021,1,168,1.60714285714286,1.29166666666667,1.98214285714286,0.638025314926038,0.509172625206058,0.78251331692985,0.0185185185185185,588.0,Medicine,588.0,Medicine,588.0,Medicine
55422,Biomedicine and Pharmacotherapy,Journal,0753-3322,1950-6007,3004,2021,1,4500,7.11155555555556,6.86333333333333,7.37622222222222,1.51703820796961,1.46245063289375,1.57871798361999,0.0248734454096619,2660,Medicine: Therapeutics. Pharmacology,2660,Medicine: Therapeutics. Pharmacology,2660.0,Medicine: Therapeutics. Pharmacology
55623,Biomolecular Concepts,Journal,1868-5021,1868-503X,1300; 2804,2021,1,59,4.42372881355932,2.72881355932203,6.94915254237288,1.38700192664712,0.864940617097124,2.03174571026346,0.00383141762452107,1470.0,Science: Biology (General),1470.0,Science: Biology (General),1470.0,Science: Biology (General)
55630,Biomolecular Detection and Quantification,Journal,-,2214-7535,1303; 1312; 1313; 1315,2021,0,21,7.71428571428571,2.80952380952381,16.2380952380952,1.93341541154612,0.85894607377615,3.65417204337362,0.0,,,1950,Science: Biology (General) | Science: Microbiology,1950.0,Science: Biology (General) | Science: Microbiology
56171,Biosafety and Health,Journal,-,2590-0536,1305; 2725; 2726; 2739,2021,0,55,4.94545454545455,2.76363636363636,7.69090909090909,1.63045466091326,0.804138144977457,2.71867552193515,0.0,,,2500,Medicine: Internal medicine: Infectious and parasitic diseases | Medicine: Public aspects of medicine,2500.0,Medicine: Internal medicine: Infectious and parasitic diseases | Medicine: Public aspects of medicine
56247,Bioscience Journal,Journal,1516-3725,1981-3163,1100,2021,1,663,0.475113122171946,0.399698340874811,0.565610859728507,0.281514145204926,0.224961247214308,0.344149934742855,0.0158730158730159,500,Agriculture | Science: Biology (General),500,Agriculture | Science: Biology (General),500.0,Agriculture | Science: Biology (General)
56277,Bioscience Reports,Journal,0144-8463,1573-4935,1303; 1304; 1307; 1312,2021,1,2073,3.8726483357453,3.69078630004824,4.10323203087313,0.856451957738018,0.806763344494398,0.911619768419246,0.00809666168410563,1550,Science: Biology (General): Life | Science: Microbiology,1550,Science: Biology (General): Life | Science: Microbiology,1550.0,Science: Biology (General): Life | Science: Microbiology
56400,Biosensors and Bioelectronics: X,Journal,-,2590-1370,1304; 1305; 1603; 2204,2021,0,14,6.0,2.78571428571429,9.78571428571429,1.37978475519749,0.48019430361239,2.42360765805467,0.0,,,1500,Technology: Chemical technology: Biotechnology,1500.0,Technology: Chemical technology: Biotechnology
56467,Biosurface and Biotribology,Journal,-,2405-4518,1304; 2204; 2210; 2502; 2508,2021,0,37,0.864864864864865,0.513513513513513,1.27027027027027,0.260481693005644,0.13372224938074,0.417970893333823,0.0,,,2200,Technology: Chemical technology: Biotechnology | Science: Chemistry: Organic chemistry: Biochemistry,2200.0,Technology: Chemical technology: Biotechnology | Science: Chemistry: Organic chemistry: Biochemistry
56596,BioTechniques,Journal,0736-6205,1940-9818,1300; 1305,2021,1,300,1.88666666666667,1.47666666666667,2.38333333333333,0.6045302972957,0.476872287526492,0.757520314356419,0.0141342756183746,1415,Science: Biology (General),1415,Science: Biology (General),1415.0,Science: Biology (General)
56741,Biotechnology and Biotechnological Equipment,Journal,1310-2818,1314-3530,1305,2021,1,507,1.94674556213018,1.61538461538462,2.37475345167653,0.663068856094676,0.532665553577939,0.839056294366505,0.0374873353596758,1023.4,Technology: Chemical technology: Biotechnology,1023.4,Technology: Chemical technology: Biotechnology,1023.4,Technology: Chemical technology: Biotechnology
56790,Biotechnology for Biofuels,Journal,-,1754-6834,1305; 2100; 2105; 2308; 2402,2021,1,822,7.22627737226277,6.74209245742092,7.75182481751825,1.57503712593758,1.45543985246189,1.70849632744903,0.0547138047138047,,,1711.3999999999999,Technology: Chemical technology: Fuel | Technology: Chemical technology: Biotechnology,1711.3999999999999,Technology: Chemical technology: Fuel | Technology: Chemical technology: Biotechnology
56882,Biotechnology Reports,Journal,-,2215-017X,1305; 2402,2021,1,335,6.10746268656716,4.93134328358209,7.44776119402985,1.58236009859318,1.28761292365083,1.932704106991,0.00782013685239492,,,1850,Technology: Chemical technology: Biotechnology,1850.0,Technology: Chemical technology: Biotechnology
57265,BJGP Open,Journal,1849-5435,2398-3795,2714,2021,1,247,2.12955465587045,1.73684210526316,2.59919028340081,0.989506733547602,0.803455428345666,1.18469377196554,0.026615969581749,,,860.0,Medicine: Medicine (General),860.0,Medicine: Medicine (General)
57321,BJPsych Open,Journal,-,2056-4724,2738,2021,1,313,4.01277955271565,3.23003194888179,4.89456869009585,1.47423246880834,1.22742554398852,1.74266342876977,0.0151273885350318,,,1307.2,Medicine: Internal medicine: Neurosciences. Biological psychiatry. Neuropsychiatry: Neurology. Diseases of the nervous system: Psychiatry,1307.2,Medicine: Internal medicine: Neurosciences. Biological psychiatry. Neuropsychiatry: Neurology. Diseases of the nervous system: Psychiatry
57544,Blood Pressure,Journal,0803-7051,1651-1999,2705; 2724,2021,1,129,1.84496124031008,1.29457364341085,2.71317829457364,0.813721838614479,0.531813640992269,1.30329013783858,0.0966386554621849,2575,Medicine: Internal medicine: Specialties of internal medicine: Diseases of the circulatory (Cardiovascular) system,2575,Medicine: Internal medicine: Specialties of internal medicine: Diseases of the circulatory (Cardiovascular) system,2575.0,Medicine: Internal medicine: Specialties of internal medicine: Diseases of the circulatory (Cardiovascular) system
57748,BMB Reports,Journal,1976-6696,1976-670X,1303; 1312,2021,1,265,4.76603773584906,3.92452830188679,5.5622641509434,1.05204337523692,0.879555023136411,1.24923388842148,0.0237529691211401,550,Science: Biology (General) | Science: Chemistry: Organic chemistry: Biochemistry,550,Science: Biology (General) | Science: Chemistry: Organic chemistry: Biochemistry,550.0,Science: Biology (General) | Science: Chemistry: Organic chemistry: Biochemistry
57936,BMC Chemistry,Journal,-,2661-801X,1600,2021,0,185,3.75675675675676,3.16216216216216,4.44324324324324,1.44736790991622,1.17543595373467,1.76819083646891,0.0,,,1350.2,Science: Chemistry,1350.2,Science: Chemistry
57990,BMC Complementary Medicine and Therapies,Journal,-,2662-7671,2707,2021,1,904,4.32632743362832,4.0641592920354,4.59402654867257,1.47054044240911,1.36371412732145,1.58850086746839,0.0191766811557147,,,1539.3999999999999,Medicine: Other systems of medicine,1539.3999999999999,Medicine: Other systems of medicine
58233,BMC Geriatrics,Journal,-,1471-2318,2717,2021,1,1217,4.44371405094495,4.12818405916187,4.75924404272802,1.69318546220597,1.57205998718289,1.81448717162726,0.0602810650887574,,,1453.4,Medicine: Internal medicine: Special situations and conditions: Geriatrics,1453.4,Medicine: Internal medicine: Special situations and conditions: Geriatrics
58375,BMC Medical Ethics,Journal,-,1472-6939,2719; 2910; 3306,2021,1,319,2.73040752351097,2.40438871473354,3.06896551724138,1.5243441033029,1.30991511276832,1.74530017991853,0.0838117106773823,,,1023.4,Medicine: Medicine (General): Medical philosophy. Medical ethics,1023.4,Medicine: Medicine (General): Medical philosophy. Medical ethics
58524,BMC Molecular and Cell Biology,Journal,-,2661-8850,1307; 1312,2021,0,142,2.47183098591549,2.09154929577465,2.87323943661972,0.688709555367829,0.577505786940046,0.817040300695779,0.0,,,1350.2,Science: Biology (General): Cytology,1350.2,Science: Biology (General): Cytology
58653,BMC Nutrition,Journal,-,2055-0928,2701; 2712; 2739; 2916,2021,1,188,2.4468085106383,2.1063829787234,2.82978723404255,1.06670006571279,0.879960610182154,1.28718347953772,0.0434782608695652,,,1109.4,Technology: Home economics: Nutrition. Foods and food supply | Technology: Chemical technology: Food processing and manufacture | Medicine: Medicine (General),1109.4,Technology: Home economics: Nutrition. Foods and food supply | Technology: Chemical technology: Food processing and manufacture | Medicine: Medicine (General)
58700,BMC Oral Health,Journal,-,1472-6831,3500,2021,1,874,3.74141876430206,3.44508009153318,4.03661327231121,1.78471699808152,1.63797769721424,1.92633052682097,0.0688073394495413,,,1453.4,Medicine: Dentistry,1453.4,Medicine: Dentistry
58822,BMC Pregnancy and Childbirth,Journal,-,1471-2393,2729,2021,1,1786,3.32530795072788,3.13493840985442,3.49776035834267,1.51842079036122,1.42255767939988,1.59819353696076,0.0774541168546893,,,1453.4,Medicine: Gynecology and obstetrics,1453.4,Medicine: Gynecology and obstetrics
58860,BMC psychology,Journal,-,2050-7283,3200,2021,1,270,3.31111111111111,2.66666666666667,3.9962962962963,1.5226583100254,1.18643482972801,1.92364715326135,0.0100671140939597,,,739.6,Philosophy. Psychology. Religion: Psychology,739.6,Philosophy. Psychology. Religion: Psychology
58917,BMC Rheumatology,Journal,-,2520-1026,2745,2021,1,150,2.96,2.2,4.0,0.980317809510741,0.772701485782589,1.2485781928013,0.0045045045045045,,,911.6,Medicine: Internal medicine: Specialties of internal medicine: Diseases of the musculoskeletal system,911.6,Medicine: Internal medicine: Specialties of internal medicine: Diseases of the musculoskeletal system
59040,BMC Zoology,Journal,-,2056-3132,1103,2021,1,38,1.86842105263158,1.28947368421053,2.44736842105263,0.882358564413087,0.562743774115713,1.25213090459678,0.0,,,911.6,Science: Zoology,911.6,Science: Zoology
59081,BMJ Global Health,Journal,-,2059-7908,2719; 2739,2021,1,893,5.88577827547592,5.27323628219485,6.60694288913774,2.45576475411424,2.22398258572465,2.74456708971677,0.0591704718417047,,,2580.0,Medicine: Medicine (General) | Medicine: Internal medicine: Infectious and parasitic diseases,2580.0,Medicine: Medicine (General) | Medicine: Internal medicine: Infectious and parasitic diseases
59099,BMJ Health and Care Informatics,Journal,-,2632-1009,1706; 2718; 3605,2021,1,119,1.99159663865546,1.50420168067227,2.57983193277311,0.982929754669343,0.706339987157978,1.38450717739138,0.0253164556962025,,,1290.0,Medicine: Medicine (General): Computer applications to medicine. Medical informatics,1290.0,Medicine: Medicine (General): Computer applications to medicine. Medical informatics
59121,BMJ Neurology Open,Journal,-,2632-6140,,2021,0,39,1.20512820512821,0.769230769230769,1.76923076923077,0.296850368580088,0.181959418575546,0.439786417488704,0.0,,,1290.0,Medicine: Internal medicine: Neurosciences. Biological psychiatry. Neuropsychiatry,1290.0,Medicine: Internal medicine: Neurosciences. Biological psychiatry. Neuropsychiatry
59123,"BMJ Nutrition, Prevention and Health",Journal,-,2516-5542,2701; 2916; 3306,2021,0,33,2.27272727272727,1.24242424242424,3.51515151515152,0.640323898656177,0.280986904058945,1.23366383827632,0.0,,,1290.0,Medicine: Internal medicine: Specialties of internal medicine: Nutritional diseases. Deficiency diseases,1290.0,Medicine: Internal medicine: Specialties of internal medicine: Nutritional diseases. Deficiency diseases
